name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Dunsparce,404,262,262,251,251,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dunsparce.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dunsparce.jpg
Gligar,334,273,339,185,251,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gligar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gligar.jpg
Steelix,354,295,548,229,251,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/steelix.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/steelix.jpg
Snubbull,324,284,218,196,196,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/snubbull.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/snubbull.jpg
Granbull,384,372,273,240,240,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/granbull.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/granbull.jpg
Qwilfish,334,317,295,229,229,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/qwilfish.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/qwilfish.jpg
Scizor,344,394,328,229,284,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/scizor.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/scizor.jpg
Shuckle,244,130,614,130,614,119,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shuckle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shuckle.jpg
Heracross,364,383,273,196,317,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/heracross.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/heracross.jpg
Sneasel,314,317,229,185,273,361,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sneasel.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sneasel.jpg
Teddiursa,324,284,218,218,218,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/teddiursa.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/teddiursa.jpg
Ursaring,384,394,273,273,273,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ursaring.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ursaring.jpg
Slugma,284,196,196,262,196,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/slugma.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/slugma.jpg
Magcargo,324,218,372,306,284,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/magcargo.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/magcargo.jpg
Swinub,304,218,196,174,174,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swinub.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swinub.jpg
Piloswine,404,328,284,240,240,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/piloswine.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/piloswine.jpg
Corsola,334,229,317,251,317,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/corsola.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/corsola.jpg
Remoraid,274,251,185,251,185,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/remoraid.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/remoraid.jpg
Octillery,354,339,273,339,273,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/octillery.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/octillery.jpg
Delibird,294,229,207,251,207,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/delibird.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/delibird.jpg
Mantine,374,196,262,284,416,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mantine.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mantine.jpg
Skarmory,334,284,416,196,262,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/skarmory.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/skarmory.jpg
Houndour,294,240,174,284,218,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/houndour.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/houndour.jpg
Houndoom,354,306,218,350,284,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/houndoom.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/houndoom.jpg
Kingdra,354,317,317,317,317,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/kingdra.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/kingdra.jpg
Phanpy,384,240,240,196,196,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/phanpy.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/phanpy.jpg
Donphan,384,372,372,240,240,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/donphan.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/donphan.jpg
Porygon2,374,284,306,339,317,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/porygon2.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/porygon2.jpg
Stantler,350,317,245,295,251,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/stantler.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/stantler.jpg
Smeargle,314,152,185,152,207,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/smeargle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/smeargle.jpg
Tyrogue,274,185,185,185,185,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tyrogue.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tyrogue.jpg
Hitmontop,304,317,317,185,350,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hitmontop.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hitmontop.jpg
Smoochum,294,174,141,295,251,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/smoochum.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/smoochum.jpg
Elekid,294,247,190,251,229,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/elekid.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/elekid.jpg
Magby,294,273,190,262,229,291,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/magby.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/magby.jpg
Miltank,394,284,339,196,262,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/miltank.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/miltank.jpg
Blissey,714,130,130,273,405,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/blissey.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/blissey.jpg
Raikou,384,295,273,361,328,361,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/raikou.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/raikou.jpg
Entei,434,361,295,306,273,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/entei.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/entei.jpg
Suicune,404,273,361,306,361,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/suicune.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/suicune.jpg
Larvitar,304,249,218,207,218,199,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/larvitar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/larvitar.jpg
Pupitar,344,293,262,251,262,221,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pupitar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pupitar.jpg
Tyranitar,404,403,350,317,328,243,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tyranitar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tyranitar.jpg
Lugia,416,306,394,306,447,350,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lugia.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lugia.jpg
Ho-oh,416,394,306,350,447,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ho-oh.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ho-oh.jpg
Celebi,404,328,328,328,328,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/celebi.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/celebi.jpg
Treecko,284,207,185,251,229,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/treecko.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/treecko.jpg
Grovyle,304,251,207,295,251,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/grovyle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/grovyle.jpg
Sceptile,344,295,251,339,295,372,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sceptile.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sceptile.jpg
Sceptile mega,344,350,273,427,295,427,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sceptile-mega.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sceptile-mega.jpg
Torchic,294,240,196,262,218,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/torchic.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/torchic.jpg
Combusken,324,295,240,295,240,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/combusken.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/combusken.jpg
Blaziken,364,372,262,350,262,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/blaziken.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/blaziken.jpg
Mudkip,304,262,218,218,218,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mudkip.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mudkip.jpg
Marshtomp,344,295,262,240,262,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/marshtomp.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/marshtomp.jpg
Swampert,404,350,306,295,306,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swampert.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swampert.jpg
Poochyena,274,229,185,174,174,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/poochyena.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/poochyena.jpg
Mightyena,344,306,262,240,240,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mightyena.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mightyena.jpg
Zigzagoon,280,174,199,174,199,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zigzagoon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zigzagoon.jpg
Linoone,360,262,243,218,243,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/linoone.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/linoone.jpg
Wurmple,294,207,185,152,174,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/wurmple.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/wurmple.jpg
Silcoon,304,185,229,163,163,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/silcoon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/silcoon.jpg
Beautifly,324,262,218,328,218,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/beautifly.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/beautifly.jpg
Cascoon,304,185,229,163,163,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cascoon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cascoon.jpg
Dustox,324,218,262,218,306,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dustox.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dustox.jpg
Lotad,284,174,174,196,218,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lotad.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lotad.jpg
Lombre,324,218,218,240,262,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lombre.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lombre.jpg
Ludicolo,364,262,262,306,328,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ludicolo.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ludicolo.jpg
Seedot,284,196,218,174,174,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/seedot.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/seedot.jpg
Nuzleaf,344,262,196,240,196,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/nuzleaf.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/nuzleaf.jpg
Shiftry,384,328,240,306,240,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shiftry.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shiftry.jpg
